date,value,series,series_id,category,unit,frequency
2024-01-01,1305,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-02-01,1920,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-03-01,1865,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-04-01,1705,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-05-01,2239,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-06-01,1601,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-07-01,2270,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-08-01,2033,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-09-01,1911,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-10-01,1906,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-11-01,1916,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2024-12-01,1583,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-01-01,1236,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-02-01,1910,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-03-01,1999,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-04-01,1699,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-05-01,2004,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-06-01,1785,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-07-01,2282,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-08-01,1871,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-09-01,2081,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-10-01,2059,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-11-01,2039,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2025-12-01,1725,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2026-01-01,1247,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2026-02-01,2122,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
1983-07-01,2308,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1983-08-01,2683,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1983-09-01,2627,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1983-10-01,2326,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1983-11-01,2808,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1983-12-01,3096,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-01-01,2264,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-02-01,2529,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-03-01,2698,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-04-01,2349,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-05-01,2931,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-06-01,2618,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-07-01,2771,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-08-01,2747,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-09-01,2408,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-10-01,2572,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-11-01,2787,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1984-12-01,2261,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-01-01,2283,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-02-01,2250,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-03-01,2659,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-04-01,2831,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-05-01,2891,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-06-01,2588,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-07-01,2925,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-08-01,2554,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-09-01,2463,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-10-01,2964,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-11-01,2173,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1985-12-01,2015,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-01-01,1860,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-02-01,1899,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-03-01,1905,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-04-01,1865,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-05-01,2157,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-06-01,2300,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-07-01,2162,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-08-01,1899,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-09-01,2018,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-10-01,1802,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-11-01,1887,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1986-12-01,1550,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-01-01,1586,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-02-01,1869,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-03-01,2164,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-04-01,1854,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-05-01,2117,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-06-01,2024,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-07-01,2376,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-08-01,2008,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-09-01,2423,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-10-01,2681,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-11-01,3174,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1987-12-01,2466,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-01-01,2379,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-02-01,2627,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-03-01,3138,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-04-01,2738,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-05-01,3504,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-06-01,3679,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-07-01,3096,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-08-01,3834,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-09-01,3214,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-10-01,2714,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-11-01,3536,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1988-12-01,2773,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-01-01,2854,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-02-01,2661,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-03-01,2991,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-04-01,2676,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-05-01,3014,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-06-01,2492,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-07-01,2028,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-08-01,2298,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-09-01,2189,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-10-01,2225,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-11-01,2379,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1989-12-01,1704,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
1990-01-01,1993,Total number of dwelling units ;  New South Wales ;  Houses ;  Total Sectors ;,A418511A,Building Approvals,Number,Month
