source_file,source_table,survey_year,metric,tenure,breakdown_var,breakdown_val,geography,stat_type,quality_measure,quality_value,quality_unit,reliability_flag,reliability_note
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,15.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,22.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,WA,count,rse_pct,19.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,22.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,9.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,count,rse_pct,8.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,count,rse_pct,11.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,count,rse_pct,13.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,count,rse_pct,16.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,count,rse_pct,15.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,count,rse_pct,22.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,count,rse_pct,27.3,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,count,rse_pct,28,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,count,rse_pct,5.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,count,rse_pct,7.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,count,rse_pct,9.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,count,rse_pct,8.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,count,rse_pct,9.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,count,rse_pct,9.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,count,rse_pct,12.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,count,rse_pct,30.4,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,count,rse_pct,19.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,count,rse_pct,4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,count,rse_pct,7.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,count,rse_pct,8.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,count,rse_pct,7.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,count,rse_pct,11.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,count,rse_pct,12.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,count,rse_pct,11.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,count,rse_pct,24.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,count,rse_pct,21.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,count,rse_pct,4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
