survey_year,value,metric,tenure,breakdown_var,breakdown_val,geography,stat_type
2011-12,97622,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Vic.,nhha
2011-12,56145,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Qld,nhha
2011-12,27345,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,SA,nhha
2011-12,34332,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,WA,nhha
2011-12,7022,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Tas.,nhha
2011-12,2876,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NT,nhha
2011-12,5033,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,ACT,nhha
2011-12,351099,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Aust.,nhha
2013-14,138655,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NSW,nhha
2013-14,93469,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Vic.,nhha
2013-14,68373,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Qld,nhha
2013-14,30241,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,SA,nhha
2013-14,43110,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,WA,nhha
2013-14,5658,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Tas.,nhha
2013-14,2929,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NT,nhha
2013-14,5876,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,ACT,nhha
2013-14,388310,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Aust.,nhha
2015-16,141275,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NSW,nhha
2015-16,120277,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Vic.,nhha
2015-16,49412,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Qld,nhha
2015-16,44173,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,SA,nhha
2015-16,52096,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,WA,nhha
2015-16,4217,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Tas.,nhha
2015-16,1702,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NT,nhha
2015-16,6513,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,ACT,nhha
2015-16,419576,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Aust.,nhha
2017-18,169691,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NSW,nhha
2017-18,112532,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Vic.,nhha
2017-18,62044,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Qld,nhha
2017-18,33458,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,SA,nhha
2017-18,48333,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,WA,nhha
2017-18,3818,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Tas.,nhha
2017-18,1955,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NT,nhha
2017-18,9414,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,ACT,nhha
